company,period,kpi_name,value,target
alphatech_saas,2023-01,revenue,4278967.384833857,4278967.384833857
alphatech_saas,2023-01,gross_margin,0.6405349995653917,0.6405349995653917
alphatech_saas,2023-01,ebitda_margin,0.13609602945745294,0.13609602945745294
alphatech_saas,2023-01,sgna_pct_revenue,0.5044389701079388,0.5044389701079388
alphatech_saas,2023-02,revenue,4305319.40015394,4305319.40015394
alphatech_saas,2023-02,gross_margin,0.6546003752965649,0.6546003752965649
alphatech_saas,2023-02,ebitda_margin,0.18234204115966243,0.18234204115966243
alphatech_saas,2023-02,sgna_pct_revenue,0.47225833413690244,0.47225833413690244
alphatech_saas,2023-03,revenue,4282935.61543148,4282935.61543148
alphatech_saas,2023-03,gross_margin,0.6515307364388484,0.6515307364388484
alphatech_saas,2023-03,ebitda_margin,0.13246822623202456,0.13246822623202456
alphatech_saas,2023-03,sgna_pct_revenue,0.5190625102068238,0.5190625102068238
alphatech_saas,2023-04,revenue,4508824.121716706,4508824.121716706
alphatech_saas,2023-04,gross_margin,0.6433383337957743,0.6433383337957743
alphatech_saas,2023-04,ebitda_margin,0.16895419582386573,0.16895419582386573
alphatech_saas,2023-04,sgna_pct_revenue,0.47438413797190865,0.47438413797190865
alphatech_saas,2023-05,revenue,4381266.427692735,4381266.427692735
alphatech_saas,2023-05,gross_margin,0.6524129476993595,0.6524129476993595
alphatech_saas,2023-05,ebitda_margin,0.12771971354149392,0.12771971354149392
alphatech_saas,2023-05,sgna_pct_revenue,0.5246932341578656,0.5246932341578656
alphatech_saas,2023-06,revenue,4570849.415519536,4570849.415519536
alphatech_saas,2023-06,gross_margin,0.645252081991824,0.645252081991824
alphatech_saas,2023-06,ebitda_margin,0.09935722848319303,0.09935722848319303
alphatech_saas,2023-06,sgna_pct_revenue,0.5458948535086311,0.5458948535086311
alphatech_saas,2023-07,revenue,4745476.961030902,4745476.961030902
alphatech_saas,2023-07,gross_margin,0.6523918446061838,0.6523918446061838
alphatech_saas,2023-07,ebitda_margin,0.10898944875611856,0.10898944875611856
alphatech_saas,2023-07,sgna_pct_revenue,0.5434023958500653,0.5434023958500653
alphatech_saas,2023-08,revenue,4578523.418450818,4578523.418450818
alphatech_saas,2023-08,gross_margin,0.6592912660396503,0.6592912660396503
alphatech_saas,2023-08,ebitda_margin,0.1858713560446151,0.1858713560446151
alphatech_saas,2023-08,sgna_pct_revenue,0.4734199099950352,0.4734199099950352
alphatech_saas,2023-09,revenue,4656238.819948557,4656238.819948557
alphatech_saas,2023-09,gross_margin,0.6588675726237354,0.6588675726237354
alphatech_saas,2023-09,ebitda_margin,0.1132204553204871,0.1132204553204871
alphatech_saas,2023-09,sgna_pct_revenue,0.5456471173032482,0.5456471173032482
alphatech_saas,2023-10,revenue,4428479.31726168,4428479.31726168
alphatech_saas,2023-10,gross_margin,0.6531376612650617,0.6531376612650617
alphatech_saas,2023-10,ebitda_margin,0.17285165449977405,0.17285165449977405
alphatech_saas,2023-10,sgna_pct_revenue,0.4802860067652876,0.4802860067652876
alphatech_saas,2023-11,revenue,4984377.322529894,4984377.322529894
alphatech_saas,2023-11,gross_margin,0.6527528135690347,0.6527528135690347
alphatech_saas,2023-11,ebitda_margin,0.1941219118263995,0.1941219118263995
alphatech_saas,2023-11,sgna_pct_revenue,0.45863090174263516,0.45863090174263516
alphatech_saas,2023-12,revenue,4993590.238150062,4993590.238150062
alphatech_saas,2023-12,gross_margin,0.6484961335211322,0.6484961335211322
alphatech_saas,2023-12,ebitda_margin,0.22089968759888398,0.22089968759888398
alphatech_saas,2023-12,sgna_pct_revenue,0.4275964459222482,0.4275964459222482
alphatech_saas,2024-01,revenue,4884347.459872082,4884347.459872082
alphatech_saas,2024-01,gross_margin,0.6499889586716344,0.6499889586716344
alphatech_saas,2024-01,ebitda_margin,0.23048305582016007,0.23048305582016007
alphatech_saas,2024-01,sgna_pct_revenue,0.4195059028514744,0.4195059028514744
alphatech_saas,2024-02,revenue,4835971.125238,4835971.125238
alphatech_saas,2024-02,gross_margin,0.6458703326985853,0.6458703326985853
alphatech_saas,2024-02,ebitda_margin,0.1090454378984449,0.1090454378984449
alphatech_saas,2024-02,sgna_pct_revenue,0.5368248948001404,0.5368248948001404
alphatech_saas,2024-03,revenue,4618541.375135315,4618541.375135315
alphatech_saas,2024-03,gross_margin,0.6505865941526897,0.6505865941526897
alphatech_saas,2024-03,ebitda_margin,0.17456360149804484,0.17456360149804484
alphatech_saas,2024-03,sgna_pct_revenue,0.4760229926546449,0.4760229926546449
alphatech_saas,2024-04,revenue,4850428.056265503,4850428.056265503
alphatech_saas,2024-04,gross_margin,0.6543162190496198,0.6543162190496198
alphatech_saas,2024-04,ebitda_margin,0.11307915686605309,0.11307915686605309
alphatech_saas,2024-04,sgna_pct_revenue,0.5412370621835667,0.5412370621835667
alphatech_saas,2024-05,revenue,4838974.339741735,4838974.339741735
alphatech_saas,2024-05,gross_margin,0.6443108437213376,0.6443108437213376
alphatech_saas,2024-05,ebitda_margin,0.24618914068859638,0.24618914068859638
alphatech_saas,2024-05,sgna_pct_revenue,0.3981217030327413,0.3981217030327413
alphatech_saas,2024-06,revenue,5071251.455560212,5071251.455560212
alphatech_saas,2024-06,gross_margin,0.6591275168432223,0.6591275168432223
alphatech_saas,2024-06,ebitda_margin,0.22552815941201873,0.22552815941201873
alphatech_saas,2024-06,sgna_pct_revenue,0.43359935743120365,0.43359935743120365
alphatech_saas,2024-07,revenue,5246742.541574687,5246742.541574687
alphatech_saas,2024-07,gross_margin,0.6568481997663908,0.6568481997663908
alphatech_saas,2024-07,ebitda_margin,0.20948705655293864,0.20948705655293864
alphatech_saas,2024-07,sgna_pct_revenue,0.44736114321345205,0.44736114321345205
alphatech_saas,2024-08,revenue,4801966.353922416,4801966.353922416
alphatech_saas,2024-08,gross_margin,0.6431578482381399,0.6431578482381399
alphatech_saas,2024-08,ebitda_margin,0.2412499707676542,0.2412499707676542
alphatech_saas,2024-08,sgna_pct_revenue,0.40190787747048573,0.40190787747048573
alphatech_saas,2024-09,revenue,4867246.515444747,4867246.515444747
alphatech_saas,2024-09,gross_margin,0.6753842312698772,0.6753842312698772
alphatech_saas,2024-09,ebitda_margin,0.15494260822863765,0.15494260822863765
alphatech_saas,2024-09,sgna_pct_revenue,0.5204416230412396,0.5204416230412396
alphatech_saas,2024-10,revenue,3703943.122765485,3703943.122765485
alphatech_saas,2024-10,gross_margin,0.6682375163800075,0.6682375163800075
alphatech_saas,2024-10,ebitda_margin,0.19852958868659215,0.19852958868659215
alphatech_saas,2024-10,sgna_pct_revenue,0.46970792769341535,0.46970792769341535
alphatech_saas,2024-11,revenue,5242189.890090049,5242189.890090049
alphatech_saas,2024-11,gross_margin,0.6403236084187736,0.6403236084187736
alphatech_saas,2024-11,ebitda_margin,0.18961935617379355,0.18961935617379355
alphatech_saas,2024-11,sgna_pct_revenue,0.45070425224498,0.45070425224498
alphatech_saas,2024-12,revenue,5369578.366852403,5369578.366852403
alphatech_saas,2024-12,gross_margin,0.6510756709495404,0.6510756709495404
alphatech_saas,2024-12,ebitda_margin,0.15727930270144894,0.15727930270144894
alphatech_saas,2024-12,sgna_pct_revenue,0.4937963682480915,0.4937963682480915
alphatech_saas,2025-01,revenue,5296086.270141744,5296086.270141744
alphatech_saas,2025-01,gross_margin,0.6407416175169006,0.6407416175169006
alphatech_saas,2025-01,ebitda_margin,0.12017900728588142,0.12017900728588142
alphatech_saas,2025-01,sgna_pct_revenue,0.5205626102310192,0.5205626102310192
alphatech_saas,2025-02,revenue,5248604.026608628,5248604.026608628
alphatech_saas,2025-02,gross_margin,0.6416689999133575,0.6416689999133575
alphatech_saas,2025-02,ebitda_margin,0.24955135400397954,0.24955135400397954
alphatech_saas,2025-02,sgna_pct_revenue,0.3921176459093779,0.3921176459093779
alphatech_saas,2025-03,revenue,5469344.320098365,5469344.320098365
alphatech_saas,2025-03,gross_margin,0.6573562166729039,0.6573562166729039
alphatech_saas,2025-03,ebitda_margin,0.20528559847764263,0.20528559847764263
alphatech_saas,2025-03,sgna_pct_revenue,0.4520706181952613,0.4520706181952613
alphatech_saas,2025-04,revenue,5304514.084321267,5304514.084321267
alphatech_saas,2025-04,gross_margin,0.6528781702912341,0.6528781702912341
alphatech_saas,2025-04,ebitda_margin,0.10364648687151029,0.10364648687151029
alphatech_saas,2025-04,sgna_pct_revenue,0.5492316834197238,0.5492316834197238
alphatech_saas,2025-05,revenue,5218427.299627621,5218427.299627621
alphatech_saas,2025-05,gross_margin,0.656048367691053,0.656048367691053
alphatech_saas,2025-05,ebitda_margin,0.13686341699842716,0.13686341699842716
alphatech_saas,2025-05,sgna_pct_revenue,0.5191849506926258,0.5191849506926258
alphatech_saas,2025-06,revenue,5645618.229942621,5645618.229942621
alphatech_saas,2025-06,gross_margin,0.64528933313679,0.64528933313679
alphatech_saas,2025-06,ebitda_margin,0.1306334153974975,0.1306334153974975
alphatech_saas,2025-06,sgna_pct_revenue,0.5146559177392925,0.5146559177392925
alphatech_saas,2025-07,revenue,5709578.569747381,5709578.569747381
alphatech_saas,2025-07,gross_margin,0.696820692408806,0.696820692408806
alphatech_saas,2025-07,ebitda_margin,0.11027364085194605,0.11027364085194605
alphatech_saas,2025-07,sgna_pct_revenue,0.5865470515568599,0.5865470515568599
alphatech_saas,2025-08,revenue,5717656.479666174,5717656.479666174
alphatech_saas,2025-08,gross_margin,0.6424766756145287,0.6424766756145287
alphatech_saas,2025-08,ebitda_margin,0.11851586505334569,0.11851586505334569
alphatech_saas,2025-08,sgna_pct_revenue,0.523960810561183,0.523960810561183
alphatech_saas,2025-09,revenue,5724606.754444194,5724606.754444194
alphatech_saas,2025-09,gross_margin,0.65624790823653,0.65624790823653
alphatech_saas,2025-09,ebitda_margin,0.11337541661623537,0.11337541661623537
alphatech_saas,2025-09,sgna_pct_revenue,0.5428724916202946,0.5428724916202946
alphatech_saas,2025-10,revenue,5587509.697275165,5587509.697275165
alphatech_saas,2025-10,gross_margin,0.6471402753411272,0.6471402753411272
alphatech_saas,2025-10,ebitda_margin,0.13357950026748766,0.13357950026748766
alphatech_saas,2025-10,sgna_pct_revenue,0.5135607750736395,0.5135607750736395
alphatech_saas,2025-11,revenue,5682614.787750444,5682614.787750444
alphatech_saas,2025-11,gross_margin,0.6591842827274377,0.6591842827274377
alphatech_saas,2025-11,ebitda_margin,0.12508991565888794,0.12508991565888794
